,date,open,high,low,close,volume,isEmaUptrend,isEmaDowntrend,isSmaUptrend,isSmaDowntrend,prediction,signal,barsHeld,isEarlySignalFlip,isLastSignalBuy,isLastSignalSell,isNewBuySignal,isNewSellSignal,startLongTrade,startShortTrade,endLongTrade,endShortTrade
33,2024-08-12 18:30:00+00:00,405.75,406.3598937988281,405.20001220703125,405.5,875104.0,True,True,True,True,-3,0,34,False,False,False,False,False,,,,
34,2024-08-12 19:30:00+00:00,405.5,406.9599914550781,405.1400146484375,406.9200134277344,1386801.0,True,True,True,True,-5,0,35,False,False,False,False,False,,,,
35,2024-08-13 13:30:00+00:00,410.0799865722656,412.8599853515625,409.5799865722656,410.6000061035156,2884175.0,True,True,True,True,-7,0,36,False,False,False,False,False,,,,
36,2024-08-13 14:30:00+00:00,410.5899963378906,413.7699890136719,409.92999267578125,413.2799987792969,1712727.0,True,True,True,True,-6,0,37,False,False,False,False,False,,,,
37,2024-08-13 15:30:00+00:00,413.15899658203125,413.8999938964844,412.6000061035156,413.3800964355469,1094731.0,True,True,True,True,-4,0,38,False,False,False,False,False,,,,
38,2024-08-13 16:30:00+00:00,413.3599853515625,414.95001220703125,413.1300048828125,414.32501220703125,1035228.0,True,True,True,True,-4,0,39,False,False,False,False,False,,,,
39,2024-08-13 17:30:00+00:00,414.3900146484375,414.76239013671875,412.8500061035156,414.2799987792969,1028907.0,True,True,True,True,-4,0,40,False,False,False,False,False,,,,
40,2024-08-13 18:30:00+00:00,414.2699890136719,414.8399963378906,413.6700134277344,413.8799133300781,972772.0,True,True,True,True,-6,0,41,False,False,False,False,False,,,,
41,2024-08-13 19:30:00+00:00,413.8293151855469,414.0899963378906,412.5199890136719,413.9599914550781,2605575.0,True,True,True,True,-6,0,42,False,False,False,False,False,,,,
42,2024-08-14 13:30:00+00:00,414.79998779296875,416.6369934082031,413.489990234375,414.2749938964844,2790070.0,True,True,True,True,-6,0,43,False,False,False,False,False,,,,
43,2024-08-14 14:30:00+00:00,414.19000244140625,416.283203125,412.4455871582031,416.283203125,3185430.0,True,True,True,True,-4,0,44,False,False,False,False,False,,,,
44,2024-08-14 15:30:00+00:00,416.3299865722656,417.55999755859375,415.24420166015625,415.8599853515625,1496586.0,True,True,True,True,-4,0,45,False,False,False,False,False,,,,
45,2024-08-14 16:30:00+00:00,415.875,416.7099914550781,415.1099853515625,416.42999267578125,709171.0,True,True,True,True,-6,0,46,False,False,False,False,False,,,,
46,2024-08-14 17:30:00+00:00,416.4200134277344,417.0382995605469,415.7349853515625,416.1600036621094,837649.0,True,True,True,True,-6,0,47,False,False,False,False,False,,,,
47,2024-08-14 18:30:00+00:00,416.1300048828125,416.5954895019531,415.1400146484375,415.66900634765625,821754.0,True,True,True,True,-8,0,48,False,False,False,False,False,,,,
48,2024-08-14 19:30:00+00:00,415.65478515625,417.7200012207031,415.54998779296875,416.6199951171875,2030722.0,True,True,True,True,-8,0,49,False,False,False,False,False,,,,
49,2024-08-15 13:30:00+00:00,419.25,420.9360046386719,417.6600036621094,419.8691101074219,3117739.0,True,True,True,True,-8,0,50,False,False,False,False,False,,,,
50,2024-08-15 14:30:00+00:00,419.8299865722656,419.8999938964844,417.95001220703125,418.7349853515625,1930276.0,True,True,True,True,-8,0,51,False,False,False,False,False,,,,
51,2024-08-15 15:30:00+00:00,418.7300109863281,420.54998779296875,418.44000244140625,420.05499267578125,1867446.0,True,True,True,True,-8,0,52,False,False,False,False,False,,,,
52,2024-08-15 16:30:00+00:00,420.1000061035156,420.135009765625,418.5400085449219,419.114990234375,2021348.0,True,True,True,True,-8,0,53,False,False,False,False,False,,,,
53,2024-08-15 17:30:00+00:00,419.1199951171875,420.260009765625,419.1199951171875,420.0329895019531,902939.0,True,True,True,True,-8,0,54,False,False,False,False,False,,,,
54,2024-08-15 18:30:00+00:00,420.0400085449219,420.17999267578125,419.4700012207031,419.9800109863281,1011943.0,True,True,True,True,-8,0,55,False,False,False,False,False,,,,
55,2024-08-15 19:30:00+00:00,419.9599914550781,421.1099853515625,419.1199951171875,421.1000061035156,2119254.0,True,True,True,True,-6,0,56,False,False,False,False,False,,,,
56,2024-08-16 13:30:00+00:00,420.8500061035156,421.3399963378906,417.29998779296875,417.8500061035156,6855322.0,True,True,True,True,-6,0,57,False,False,False,False,False,,,,
57,2024-08-16 14:30:00+00:00,417.82000732421875,418.5400085449219,417.30999755859375,417.95001220703125,1632459.0,True,True,True,True,-6,0,58,False,False,False,False,False,,,,
58,2024-08-16 15:30:00+00:00,418.0,419.45001220703125,417.6700134277344,419.1401062011719,1160147.0,True,True,True,True,-4,0,59,False,False,False,False,False,,,,
59,2024-08-16 16:30:00+00:00,419.1499938964844,419.67498779296875,418.9800109863281,419.5,1373757.0,True,True,True,True,-4,0,60,False,False,False,False,False,,,,
60,2024-08-16 17:30:00+00:00,419.510009765625,419.67999267578125,418.4100036621094,418.9100036621094,823603.0,True,True,True,True,-6,0,61,False,False,False,False,False,,,,
61,2024-08-16 18:30:00+00:00,418.94000244140625,419.1400146484375,418.5199890136719,418.8299865722656,1426394.0,True,True,True,True,-6,0,62,False,False,False,False,False,,,,
62,2024-08-16 19:30:00+00:00,418.8999938964844,419.2200012207031,418.3299865722656,418.5400085449219,2536112.0,True,True,True,True,-8,0,63,False,False,False,False,False,,,,
63,2024-08-19 13:30:00+00:00,419.07000732421875,419.8699951171875,416.4700012207031,417.80999755859375,2550194.0,True,True,True,True,-8,0,64,False,False,False,False,False,,,,
64,2024-08-19 14:30:00+00:00,417.7749938964844,418.70001220703125,417.05999755859375,417.9700012207031,1149859.0,True,True,True,True,-8,0,65,False,False,False,False,False,,,,
65,2024-08-19 15:30:00+00:00,417.9649963378906,418.17999267578125,417.0899963378906,418.125,904506.0,True,True,True,True,-8,0,66,False,False,False,False,False,,,,
66,2024-08-19 16:30:00+00:00,418.1499938964844,419.20001220703125,417.9700012207031,418.57000732421875,763014.0,True,True,True,True,-8,0,67,False,False,False,False,False,,,,
67,2024-08-19 17:30:00+00:00,418.57000732421875,419.5,418.44000244140625,419.4200134277344,1388529.0,True,True,True,True,-8,0,68,False,False,False,False,False,,,,
68,2024-08-19 18:30:00+00:00,419.44989013671875,420.6000061035156,419.3599853515625,419.6400146484375,1563630.0,True,True,True,True,-6,0,69,False,False,False,False,False,,,,
69,2024-08-19 19:30:00+00:00,419.6000061035156,421.6099853515625,419.4700012207031,421.5799865722656,1751143.0,True,True,True,True,-6,0,70,False,False,False,False,False,,,,
70,2024-08-20 13:30:00+00:00,421.8999938964844,423.6549987792969,421.6400146484375,422.54998779296875,3601065.0,True,True,True,True,-6,0,71,False,False,False,False,False,,,,
71,2024-08-20 14:30:00+00:00,422.57000732421875,423.3550109863281,421.82000732421875,422.0130920410156,1418514.0,True,True,True,True,-4,0,72,False,False,False,False,False,,,,
72,2024-08-20 15:30:00+00:00,421.9100036621094,423.0899963378906,421.8699951171875,423.0799865722656,905706.0,True,True,True,True,-4,0,73,False,False,False,False,False,,,,
73,2024-08-20 16:30:00+00:00,423.06500244140625,423.9927978515625,422.8999938964844,423.7650146484375,1138855.0,True,True,True,True,-2,0,74,False,False,False,False,False,,,,
74,2024-08-20 17:30:00+00:00,423.739990234375,425.8599853515625,423.42999267578125,425.239990234375,1787719.0,True,True,True,True,-2,0,75,False,False,False,False,False,,,,
75,2024-08-20 18:30:00+00:00,425.239990234375,425.510009765625,424.30999755859375,424.30999755859375,1203129.0,True,True,True,True,-4,0,76,False,False,False,False,False,,,,
76,2024-08-20 19:30:00+00:00,424.3096923828125,425.44000244140625,424.2650146484375,424.8699951171875,1711493.0,True,True,True,True,-2,0,77,False,False,False,False,False,,,,
77,2024-08-21 13:30:00+00:00,424.1499938964844,425.04998779296875,422.6199951171875,424.2149963378906,2344721.0,True,True,True,True,-2,0,78,False,False,False,False,False,,,,
78,2024-08-21 14:30:00+00:00,424.1401062011719,426.3999938964844,422.9602966308594,423.81500244140625,1734891.0,True,True,True,True,-2,0,79,False,False,False,False,False,,,,
79,2024-08-21 15:30:00+00:00,423.80499267578125,423.80499267578125,421.7200012207031,423.05999755859375,1618049.0,True,True,True,True,-4,0,80,False,False,False,False,False,,,,
80,2024-08-21 16:30:00+00:00,423.04998779296875,424.07000732421875,423.0,423.9750061035156,723550.0,True,True,True,True,-6,0,81,False,False,False,False,False,,,,
81,2024-08-21 17:30:00+00:00,423.989990234375,424.5450134277344,423.3800048828125,424.17999267578125,716168.0,True,True,True,True,-6,0,82,False,False,False,False,False,,,,
82,2024-08-21 18:30:00+00:00,424.2699890136719,424.5599060058594,422.75750732421875,423.2305908203125,1044155.0,True,True,True,True,-6,0,83,False,False,False,False,False,,,,
83,2024-08-21 19:30:00+00:00,423.2300109863281,424.2200012207031,422.8800048828125,424.1000061035156,1437717.0,True,True,True,True,-6,0,84,False,False,False,False,False,,,,
84,2024-08-22 13:30:00+00:00,424.3599853515625,426.7799987792969,423.4599914550781,423.80010986328125,2609955.0,True,True,True,True,-4,0,85,False,False,False,False,False,,,,
85,2024-08-22 14:30:00+00:00,423.7900085449219,423.7900085449219,419.19000244140625,419.2749938964844,1786356.0,True,True,True,True,-6,0,86,False,False,False,False,False,,,,
86,2024-08-22 15:30:00+00:00,419.2276916503906,420.0804138183594,417.6000061035156,419.9314880371094,1557401.0,True,True,True,True,-6,0,87,False,False,False,False,False,,,,
87,2024-08-22 16:30:00+00:00,419.92999267578125,420.2099914550781,416.3900146484375,416.45330810546875,1230380.0,True,True,True,True,-4,0,88,False,False,False,False,False,,,,
88,2024-08-22 17:30:00+00:00,416.44000244140625,416.69000244140625,414.6400146484375,416.54730224609375,1404549.0,True,True,True,True,-4,0,89,False,False,False,False,False,,,,
89,2024-08-22 18:30:00+00:00,416.57000732421875,416.6600036621094,414.6700134277344,414.8299865722656,1433099.0,True,True,True,True,-6,0,90,False,False,False,False,False,,,,
90,2024-08-22 19:30:00+00:00,414.9100036621094,416.32000732421875,414.6099853515625,415.6199951171875,2603779.0,True,True,True,True,-6,0,91,False,False,False,False,False,,,,
91,2024-08-23 13:30:00+00:00,416.9800109863281,419.260009765625,416.2799987792969,418.17999267578125,3845211.0,True,True,True,True,-2,0,92,False,False,False,False,False,,,,
92,2024-08-23 14:30:00+00:00,418.19000244140625,418.30999755859375,412.9200134277344,415.5090026855469,2351068.0,True,True,True,True,-4,0,93,False,False,False,False,False,,,,
93,2024-08-23 15:30:00+00:00,415.6000061035156,416.80999755859375,412.3999938964844,412.8500061035156,1317579.0,True,True,True,True,-6,0,94,False,False,False,False,False,,,,
94,2024-08-23 16:30:00+00:00,412.8599853515625,414.70989990234375,412.0899963378906,414.50048828125,1088377.0,True,True,True,True,-4,0,95,False,False,False,False,False,,,,
95,2024-08-23 17:30:00+00:00,414.54998779296875,415.5299987792969,414.260009765625,414.69500732421875,929965.0,True,True,True,True,-6,0,96,False,False,False,False,False,,,,
96,2024-08-23 18:30:00+00:00,414.6600036621094,416.3045959472656,414.07000732421875,416.2099914550781,1190152.0,True,True,True,True,-6,0,97,False,False,False,False,False,,,,
97,2024-08-23 19:30:00+00:00,416.2749938964844,417.1400146484375,414.94000244140625,416.5799865722656,2055567.0,True,True,True,True,-6,0,98,False,False,False,False,False,,,,
98,2024-08-26 13:30:00+00:00,416.75,417.2799072265625,413.82000732421875,414.20001220703125,2338182.0,True,True,True,True,-6,0,99,False,False,False,False,False,,,,
99,2024-08-26 14:30:00+00:00,414.17498779296875,415.1300048828125,412.1400146484375,414.57000732421875,1271806.0,True,True,True,True,-6,0,100,False,False,False,False,False,,,,
100,2024-08-26 15:30:00+00:00,414.45001220703125,414.4549865722656,412.9949951171875,413.9800109863281,1268346.0,True,True,True,True,-6,0,101,False,False,False,False,False,,,,
101,2024-08-26 16:30:00+00:00,413.9800109863281,414.3399963378906,413.239990234375,413.45001220703125,642994.0,True,True,True,True,-4,0,102,False,False,False,False,False,,,,
102,2024-08-26 17:30:00+00:00,413.4898986816406,413.739990234375,411.3399963378906,412.7799987792969,926448.0,True,True,True,True,-4,0,103,False,False,False,False,False,,,,
103,2024-08-26 18:30:00+00:00,412.7099914550781,413.6199035644531,412.6499938964844,413.239990234375,903939.0,True,True,True,True,-4,0,104,False,False,False,False,False,,,,
104,2024-08-26 19:30:00+00:00,413.2699890136719,413.6300048828125,412.32501220703125,413.6099853515625,1420628.0,True,True,True,True,-4,0,105,False,False,False,False,False,,,,
